Nom de la Recette,Ingredients,Puree Preparation,Duree Cuisson,Duree Repos,Etapes de Preparation,URL Recette,URL_Image,Ingredient_lem_token,Ingredient_stem_token
Barm Brack (pain moucheté irlandais),"225 g de farine tamisée//15 cl de lait tiède//50 g de sucre semoule//4 g de levure de boulanger déshydratée//1 œuf//30 g de beurre mou//1 grosse pincée de muscade//1 grosse pincée de cannelle//100 g de raisins secs//30 g de fruits confits//50 ml de whiskey Bushmills (facultatif)//du thé irlandais (Barry’s Tea)//1 citron, jus et zeste//des fèves [*]//1 c. à soupe de beurre//1 c. à café de cannelle//½ c. à café de mélange d’épices",20 min,50 min,1 h 20,"Trempez les raisins secs dans le whiskey, le thé chaud et le jus de citron pendant 30-45 minutes, puis laissez-les égoutter.//Délayez la levure dans le lait tiède.//Pour la pâte : mettez tous les ingrédients dans un saladier et mélangez à l’aide d’une cuillère en bois.//Pétrissez la pâte à la main pendant 5 minutes sur une surface recouverte de farine.//Placez la pâte dans un bol recouvert d’un linge humide et laissez reposer pendant environ 1 heure, jusqu’à ce qu’elle double de volume, remplissant le bol.//Une nouvelle fois, pétrissez la pâte sur une surface recouverte de farine, en ajoutant les fruits imbibés et les fèves [*] de manière à ce qu’ils soient uniformément répartis.//Placez dans un moule à gâteau de 20-23 cm de diamètre dont vous aurez préalablement beurré et recouvrez d’un linge humide. Laissez dans un endroit chaud pendant environ 20 minutes, jusqu’à ce que la préparation gonfle pour atteindre le bord du moule.//Mettez à cuire pendant 50 minutes dans un four préchauffé à 200°C.//Pour le nappage : mélangez le beurre et les épices jusqu’à l’obtention d’un mélange mou.//Sortez le barmbrack du four. Nappez immédiatement le dessus de beurre aux épices. Laissez refroidir.",https://www.cuisine-libre.org/barmbrack-pain-brioche-irlandais,https://www.cuisine-libre.org/local/cache-gd2/cb/0c9e6861b9fade8db8254598a79af5.jpg?1644794980,tea sec zeste épice raisin semoule œuf tamisée irlandai beurre café boulanger bushmill sucre cannelle déshydratée lait whiskey muscade ½ citron farine facultatif levure tiède fruit thé ju fève barry confit mélange,ju tea sec melang bushmil raisin muscad epic boulang levur tamise oeuf semoul cannel farin tied cafe barri feve lait whiskey zest the citron facultatif deshydrate fruit beurr irlandai confit sucr
"Crumble à la rhubarbe, gingembre et coco",800 g de rhubarbe//150 g de cassonade//4 tranches de gingembre confit//cannelle en poudre//60 g de beurre froid//50 g de cassonade//60 g de noix de coco râpée//90 g de farine,30 min,20 min,3 h,"Peler-effiler la rhubarbe et la couper en tronçons. Saupoudrer de cassonade et laisser macérer pendant 3 heures.//Mélanger la farine, la noix de coco et la cassonade. Ajouter le beurre froid, coupé en dés, et mélanger rapidement du bout des doigts. Placer au frais jusqu’à la cuisson.//Disposer les tronçons de rhubarbe dans un plat à manquer. Verser le jus de macération. Ajouter le gingembre coupé en petits dés et saupoudrer largement de cannelle.//Répartir la pâte à crumble sur la rhubarbe. Cuire 20 minutes au four à 190-200°C.",https://www.cuisine-libre.org/crumble-a-la-rhubarbe-maceree-gingembre-et,https://www.cuisine-libre.org/local/cache-gd2/59/f380e38746fe965cc157a1d7ea42b7.jpg?1644800550,cassonade farine noix coco cannelle râpée gingembre rhubarbe tranche poudre beurre confit,poudr gingembr cassonad noix coco rape tranch beurr farin rhubarb cannel confit
Streusel brownie,100 g de chocolat noir//100 g de chocolat au lait//80 g de farine//1 cs de cacao en poudre//1 pincée de sel//160 g de beurre//125 g de sucre roux//2 œufs//2 poignées de noix de pécan//2 cs de miel//25 g de beurre demi-sel//25 g de sucre roux//30 g de poudre de noisettes//25 g de farine T65//10 g de cacao//2 cs de miel,30 min,35 min,,"Hacher le chocolat et en faire fondre 150 g. Réserver le reste.Préchauffer le four à 160°C.Mélanger la farine, le cacao, le sel et le sucre et les 2 œufsFaire fondre le beurre et ajouter la farine cacaotée, le chocolat fondu.Ajouter le chocolat haché et les noix de pécan, le miel.Cuire 35 min à 160°C.//Pendant que le gâteau est au four, réaliser le streusel en plaçant tous les ingrédients à feux doux dans une poêle.Sortir le gâteau du four et laisser refroidir.Enfin, napper avec le streusel au cacao.",https://www.cuisine-libre.org/streusel-brownie,https://www.cuisine-libre.org/local/cache-gd2/1d/194f34ab6e8c86035758835b1e7c37.jpg?1644796902,pécan noix demi œuf roux poignée beurre noisette chocolat noir sucre t lait ao sel farine c poudre miel,noix demi pecan oeuf noisett roux farin chocolat poigne noir t lait ao sel poudr beurr c miel sucr
Gâteau aux pommes entières,"8 pommes//5 c. à soupe de sucre en poudre//5 c. à soupe de farine//3 œufs//1/2 sachet de levure chimique//4 c. à soupe de gelée de fruits rouges (au choix : framboise, cassis ou groseilles)//1 verre à liqueur de rhum//100 g de beurre//1 c. à soupe de sucre cristallisé",15 min,40 min,,"Creuser les pommes avec un couteau pointu - ou mieux, avec un évidoir - pour retirer les pépins. Les peler. Beurrer un plat creux allant au four et y ranger les pommes.//Casser les œufs et séparer les blancs des jaunes. Fouetter les jaunes avec le sucre en poudre. Lorsque le mélange blanchit, ajouter la farine en pluie et la levure chimique. Parfumer de rhum.//Battre les blancs d’œufs en neige ferme. Les incorporer à la préparation.//Verser la pâte entre les pommes. Parsemer le dessus de noisettes de beurre. remplir la cavité des pommes avec un peu de gelée de fruits rouges.//Enfourner à four assez chaud (200°C) pendant 40 minutes. Poudrer de sucre cristallisé à la sortie du four, et servir tiède.",https://www.cuisine-libre.org/gateau-aux-pommes-entieres,https://www.cuisine-libre.org/local/cache-gd2/d2/fa819632e423e133113b819dafe5fa.jpg?1644797051,gelée framboise sachet verre œuf beurre rhum cassi groseille pomme sucre rouge liqueur farine choix levure chimique fruit cristallisé poudre,sachet chimiqu cristalli gele cassi levur oeuf rhum farin pomm groseil roug liqueur poudr choix fruit verr beurr framboi sucr
Marbré à la citrouille et cottage,500 g de citrouille//60 g de sucre//2 œufs//1 sachet de sucre vanillé//1 c. à café de cannelle//500 g de cottage cheese//120 g de sucre//2 œufs//2 c. à soupe de yaourt//2 c. à soupe de fécule de maïs//1 sachet de sucre vanillé,20 min,1 h 25,,"Préparer la purée de citrouille : la couper en morceaux, retirer les graines et cuire au four préchauffé à 180°C pendant environ 50 minutes. Lorsque la citrouille est molle, sortir du four et peler sans vous brûler. Mixer la chair jusqu’à obtention d’une texture lisse. Mélanger avec le sucre, la vanille, la cannelle et les œufs battus.//Écraser le fromage cottage à la fourchette. Détendre avec un peu de yaourt ou de crème. Incorporer les œufs battus. Battre avec les sucres et la fécule jusqu’à ce que la pâte soit crémeuse.//Garnir un moule à gâteau de pâte au cottage. Verser la pâte à la citrouille par dessus. Mélanger les deux couche en donnant quelques coups de fourchette. Cuire au four préchauffé à 170°C pendant 35 minutes.",https://www.cuisine-libre.org/marbre-a-la-citrouille-et-cottage,https://www.cuisine-libre.org/local/cache-gd2/0d/2808cc1c953c2f1687a475b895c1e3.jpg?1644794627,citrouille chese œuf fécule sachet cottage sucre cannelle yaourt maï vanillé café,cottag che citrouil oeuf sachet mai cafe yaourt vanil cannel fecul sucr
Muffins au citron,175 g de farine//100 g de sucre//50 g de beurre//10 cl de lait//1 œuf//½ sachet de levure//4 citrons//130 g de sucre//3 œufs//1 c à s de fécule de maïs//2 gouttes d’huile essentielle de citron,30 min,15 min,,"Battre les œufs avec le sucre. Faire fondre le beurre et l’ajouter.//Mélanger la farine et la levure. Y ajouter les œufs, le sucre et le beurre.//Ajouter progressivement le lait en mélangeant.//Presser les citrons et verser le jus dans une casserole. Y ajouter les deux goutes d’huile essentielle.//Verser le sucre et la fécule dans la casserole et chauffer à feu doux en remuant.//Battre les œufs et les verser progressivement dans la casserole sans cesser de remuer.//Mettre à feu fort et battre avec un fouet jusqu’à ce que le mélange devienne crémeux. C’est prêt !//Verser dans un moule à muffins une cuillère de pâte, puis une cuillère de crème de citron bien centrée. La recouvrir de pâte.//Enfourner 15 min à thermostat 7/8 (220°C).//Laisser un peu refroidir et déguster !",https://www.cuisine-libre.org/muffins-au-citron,https://www.cuisine-libre.org/local/cache-gd2/e4/90b3556cf14acfd20bba37d99c2fae.jpg?1644795982,½ citron œuf farine œuf levure sachet fécule sucre essentielle maï lait huile beurre goutte,citron levur sachet oeuf mai goutt essentiel huil beurr lait fecul farin sucr
Halwa de carotte aux cajou et pistaches (gajjar  (...),500 g de carottes épluchées et râpées//50 cl de khoa ou de lait cru entier//150 g de sucre roux//10 gousses de cardamomeou 1 c. à soupe de poudre de cardamome//125 g de ghee (beurre clarifié)//1 poignée (50 g) de noix de cajou//1 poignée (50 g) de pistaches émondées//1 poignée (50 g) de raisins secs//1 c. à café d’eau de rose (facultatif),15 min,1 h,1 h,"Servez tiède ou froid, coupés en petites parts carrées ou en losanges de 3 cm sur 5 cm ou, selon la consistance finale, dans des coupelles individuelles, en décorant de cajou, pistaches et raisins secs.",https://www.cuisine-libre.org/halwa-de-carotte-aux-cajou-et-pistaches-gajjar-halwa,https://www.cuisine-libre.org/local/cache-gd2/59/0b119ec68d25c979e31bf6ec7f415a.jpg?1644794487,sec noix eau raisin cru cardamome rose pistache râpée roux beurre café poignée carotte épluchée sucre entier lait cardamomeou facultatif khoa cajou clarifié gousse ghe émondée poudre,gous epluche sec noix eau raisin cru rose rape emonde roux cafe poigne clarifi entier lait poudr facultatif khoa cardamom cajou beurr carott pistach ghe sucr
Palmiers au beurre de cacahuète,1 pâte feuilletée//200 g de sucre//beurre de cacahuètes,45 min,15 min,,"Prenez votre pâte et aplatissez-la bien afin d’obtenir un rectangle. Parsemez de sucre en dessous et au dessus de la pâte. Pliez votre pâte de chaque côté (dans la longueur) : 1/4 -1/4. Recouvrez de nouveau de sucre. Repliez de nouveau votre pâte (vous devez obtenir plusieurs couches) de chaque côté.//Pour ne pas changer, rajoutez encore du sucre. Rajoutez du beurre de cacahuètes au coeur du palmier pour un goût un peu différent des palmiers classiques.//Placez votre tube de pâte dans du papier film et laissez reposer au frais 20 min.//Préchauffez votre four à 200°C.//Enlevez le papier film et coupez des rondelles de 5 mm. Placez vos palmiers sur une plaque, en les espacer bien, car ils gonflent à la cuisson !//Laissez cuire 15 à 17 minutes.",https://www.cuisine-libre.org/palmiers-au-beurre-de-cacahuete,https://www.cuisine-libre.org/local/cache-gd2/39/b39b7a40f13416f6a76ca294859593.jpg?1645833298,sucre feuilletée pâte beurre ahuète,beurr feuillete ahuet pate sucr
Smiley à la fraise,1 pot de confiture de fraise//60 g de beurre//150 g de farine//50 g de sucre glace//1 cuillère à soupe de sucre vanillé//2 jaunes d’œufs//sucre glace,20 min,15 min,2 h,"Dans un saladier réunissez le beurre coupé en dés, la farine, le sucre glace et le sucre vanillé. Mélangez bien à la main pour obtenir une pâte sableuse et friable puis ajoutez les jaunes d’œufs. Continuez de mélanger et formez une boule de pâte. Recouvrez de film alimentaire et placez au frais pendant 2 h.//Préchauffez le four à 170°C.//Étalez la pâte sur 2 mm d’épaisseur au rouleau à pâtisserie. Découpez la moitié de la pâte avec un emporte-pièce en forme de smiley et le reste avec un emporte-pièce du même diamètre.//Déposez tous les disques sur une plaque de four recouverte de papier sulfurisé puis enfournez pendant 15 min. Sortez du four et laissez refroidir.//Déposez au centre des disques sans smiley un peu de confiture de fraises. Étalez avec une spatule puis recouvrez avec les disques smiley. Appuyez légèrement pour faire adhérer puis dégustez.",https://www.cuisine-libre.org/smiley-a-la-fraise,https://www.cuisine-libre.org/local/cache-gd2/1e/8e04e8b35968c339e128117ef00972.jpg?1644794726,farine fraise glace œuf sucre jaune confiture vanillé beurre cuillère,frai cuiller glace oeuf beurr jaun vanil confitur farin sucr
Tarte au chocolat à l’orange,75 g beurre//200 g chocolat (environ) > 70 % cacao//1 œuf (vieux d’une semaine)//1 orange et son zeste//20-25 cl crème//1 pâte feuilletée pré-cuite à blanc,20 min,30 min,1 h,"Faire bouillir la crème.À feu doux, ajouter le chocolat, le beurre et l’œuf jusqu’à l’obtention d’une pâte lisse.Hors du feu, ajouter le zeste et le jus de l’orange.Verser sur la pâte feuilletée pré-cuite.Laisser refroidir et mettre au réfrigérateur 1h, au moins.",https://www.cuisine-libre.org/tarte-au-chocolat-a-l-orange,https://www.cuisine-libre.org/local/cache-gd2/5a/0ccf39edc05d287b094febe85d40a3.jpg?1644794728,chocolat œuf environ vieux semaine zeste crème pré cuite blanc orange feuilletée ao pâte beurre,chocolat creme environ vieux semain pre oeuf blanc beurr feuillete ao cuit zest pate orang
Baba au Rhum,250 g de farine//250 g de sucre//4 œufs//25 g de levure fraîche de boulanger//75 g de beurre frais//1 cc de miel (acacia)//10 g de sucre glace//3 bâtons de cannelle//1 cc de cannelle en poudre//400 mL de crème liquide//10 cL de rhum ambré//1 citron et 1 orange//1 poignée de raisins secs//1/2 gousse de vanille//1 pincée de sel,40 min,40 min,,"Réhydrater les raisins secs dans un peu d’eau chaude avec quelques gouttes de rhum.//Faire tiédir 50 mL d’eau et y dissoudre le sel, le miel et la levure. Prélever la moitié du zeste de citron et l’ajouter au mélange.//Ajouter 100 g de farine et deux œufs ; bien mélanger à la cuillère en bois.//Ajouter encore 150 g de farine, deux œufs et les raisins égouttés. Mélanger jusqu’à obtenir une préparation lisse.//Faire fondre le beurre et verser chaud sur la pâte sans mélanger. Laisser reposer la pâte 30 minutes : elle doit gonfler significativement. Incorporer le beurre.//Beurrer un moule à baba et le garnir de cette préparation ; couvrir d’un linge et laisser pousser une vingtaine de minutes, jusqu’à ce que la pâte atteigne le haut du moule.//Préchauffer le four à 170°C. Enfourner le baba et le cuire 40 minutes. Démouler le baba et le laisser refroidir et sécher légèrement pendant 3 heures.//Porter à ébullition 500 mL d’eau avec 250 g de sucre, la cannelle (en bâton et en poudre) et un demi zeste d’orange ; retirer du feu, ajouter le rhum et laisser refroidir quelques minutes. Filtrer le sirop.//Placer le baba dans un plat. Prélever des louches de sirop et en imbiber le baba : la quasi-totalité du sirop doit être absorbée. Égoutter. Laisser le baba baigner dans son jus. Re-verser le jus en excédent au moment de servir.//Monter la crème en chantilly avec les graines de vanille et un peu de sucre glace. Garnir le centre du baba de crème et servir.",https://www.cuisine-libre.org/baba-au-rhum,https://www.cuisine-libre.org/local/cache-gd2/f5/865f6daa32c01c8f281ab06f40af40.jpg?1644797912,crème sec ia raisin a œuf glace fraîche bâton orange liquide ambré beurre rhum poignée boulanger frai vanille sucre cannelle gousse sel citron farine levure poudre miel,gous sec ia raisin baton boulang creme a levur glace liquid oeuf rhum cannel fraich farin vanil ambr poigne frai sel citron poudr beurr miel orang sucr
Gâteau d’automne aux noisettes,125 g de poudre de noisette [*]//2 œufs//90 g de farine//100 g de sucre//75 g de beurre ou huile de noisette//½ sachet de levure chimique,15 min,35 min,,"Mélangez le beurre et le sucre. Ajoutez les jaunes d’œufs puis mélangez. Ajoutez ensuite la farine, la poudre de noisette et la levure.//À part, battre les blancs en neige (pas forcément très fermes, à la main peut suffire).//Incorporez doucement les blancs à la préparation, puis enfournez à 180°C pendant 30 à 40 minutes en surveillant la cuisson.",https://www.cuisine-libre.org/gateau-d-automne-aux-noisettes,https://www.cuisine-libre.org/local/cache-gd2/c2/378384f32d7413b06cf0953ce89400.jpg?1644795785,½ farine œuf levure sachet chimique sucre huile poudre beurre noisette,poudr levur sachet oeuf chimiqu noisett huil beurr farin sucr
